"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 22 07:04:21 GMT 2024","Fri Nov 22 07:04:21 GMT 2024","555","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Fri Nov 22 07:04:25 GMT 2024","Fri Nov 22 07:04:26 GMT 2024","751","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Fri Nov 22 07:04:20 GMT 2024","Fri Nov 22 07:04:21 GMT 2024","593","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Fri Nov 22 07:04:18 GMT 2024","Fri Nov 22 07:04:19 GMT 2024","577","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Fri Nov 22 07:04:23 GMT 2024","Fri Nov 22 07:04:25 GMT 2024","2308","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Fri Nov 22 07:04:21 GMT 2024","Fri Nov 22 07:04:23 GMT 2024","1974","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Fri Nov 22 07:04:26 GMT 2024","Fri Nov 22 07:04:27 GMT 2024","556","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"passed","Fri Nov 22 07:04:27 GMT 2024","Fri Nov 22 07:04:27 GMT 2024","573","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Fri Nov 22 07:04:15 GMT 2024","Fri Nov 22 07:04:18 GMT 2024","2714","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"passed","Fri Nov 22 07:04:19 GMT 2024","Fri Nov 22 07:04:19 GMT 2024","555","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"passed","Fri Nov 22 07:04:19 GMT 2024","Fri Nov 22 07:04:20 GMT 2024","624","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
